Champion,wr,wrdelta,avgwr,Pick Rate,Ban Rate,PBI Index,PBIno,lane,games,rank
Varus,40.41,-6.77,47.17999999999999,4.88,2.01,-9.0,1.3293943870014773,bottom lane,"11,481",IRON
Aatrox,38.49,-7.38,45.870000000000005,4.00,5.74,-16.0,2.1680216802168024,top lane,"9,417",IRON
Irelia,41.72,-8.6,50.32,3.90,8.07,-2.0,0.23255813953488372,middle lane,"9,178",IRON
Pantheon,42.28,-7.3,49.58,5.16,2.64,1.0,-0.136986301369863,support lane,"12,144",IRON
Fiora,39.66,-8.04,47.699999999999996,2.05,1.52,-5.0,0.6218905472636816,top lane,"4,829",IRON
Karma,41.34,-6.9,48.24,1.98,1.04,-2.0,0.2898550724637681,support lane,"4,666",IRON
Kled,43.06,-6.61,49.67,0.89,0.73,1.0,-0.151285930408472,top lane,"2,097",IRON
Tristana,40.24,-7.46,47.7,8.62,5.34,-18.0,2.4128686327077746,bottom lane,"20,287",IRON
Rammus,45.55,-8.33,53.879999999999995,2.78,5.57,10.0,-1.2004801920768307,jungle lane,"6,544",IRON
Malzahar,46.29,-7.11,53.4,6.34,17.24,32.0,-4.50070323488045,middle lane,"14,907",IRON
Lissandra,41.84,-7.13,48.970000000000006,1.67,1.08,-1.0,0.1402524544179523,middle lane,"3,922",IRON
Zeri,39.1,-8.56,47.660000000000004,1.12,0.18,-3.0,0.35046728971962615,bottom lane,"2,642",IRON
Janna,40.59,-7.85,48.440000000000005,0.85,0.15,-1.0,0.12738853503184713,support lane,"1,993",IRON
Aurora,42.02,-6.81,48.830000000000005,2.66,1.61,0.0,-0.0,middle lane,"6,254",IRON
Briar,45.26,-7.77,53.03,8.25,16.55,31.0,-3.98970398970399,jungle lane,"19,403",IRON
Lee Sin,38.16,-8.37,46.529999999999994,6.55,7.12,-28.0,3.3452807646356035,jungle lane,"15,413",IRON
Zyra,44.79,-8.23,53.019999999999996,3.39,3.47,9.0,-1.0935601458080193,support lane,"7,980",IRON
Gangplank,40.86,-8.08,48.94,1.10,0.96,-1.0,0.12376237623762376,top lane,"2,594",IRON
Vi,44.79,-7.16,51.95,3.93,0.75,10.0,-1.3966480446927374,jungle lane,"9,257",IRON
Nunu & Willump,38.82,-6.63,45.45,2.39,0.62,-8.0,1.2066365007541477,jungle lane,"5,616",IRON
Anivia,39.93,-9.51,49.44,1.29,1.17,-3.0,0.31545741324921134,middle lane,"3,043",IRON
Maokai,45.22,-6.25,51.47,2.60,0.45,8.0,-1.28,support lane,"6,110",IRON
Garen,42.9,-8.3,51.2,12.55,10.31,10.0,-1.2048192771084336,top lane,"29,520",IRON
Quinn,41.29,-5.95,47.24,1.46,1.27,-1.0,0.1680672268907563,top lane,"3,432",IRON
Akshan,40.83,-9.5,50.33,1.58,1.39,-2.0,0.21052631578947367,middle lane,"3,708",IRON
Bard,39.21,-9.42,48.63,1.37,0.65,-4.0,0.42462845010615713,support lane,"3,221",IRON
Orianna,41.37,-7.18,48.55,1.62,0.61,-1.0,0.1392757660167131,middle lane,"3,802",IRON
Rengar,35.1,-9.01,44.11,2.32,1.15,-17.0,1.8867924528301887,jungle lane,"5,450",IRON
K'Sante,37.11,-8.03,45.14,1.70,0.84,-9.0,1.1207970112079702,top lane,"4,002",IRON
Trundle,43.72,-8.26,51.98,2.51,1.22,4.0,-0.48426150121065376,top lane,"5,895",IRON
Pyke,42.0,-6.47,48.47,6.96,16.92,-1.0,0.1545595054095827,support lane,"16,370",IRON
Galio,44.69,-6.4,51.089999999999996,3.47,2.04,9.0,-1.40625,middle lane,"8,160",IRON
Neeko,42.25,-6.87,49.12,5.05,2.37,0.0,-0.0,support lane,"11,892",IRON
LeBlanc,40.44,-8.62,49.059999999999995,2.77,9.10,-5.0,0.580046403712297,middle lane,"6,508",IRON
Sejuani,42.74,-7.33,50.07,1.63,0.22,1.0,-0.1364256480218281,jungle lane,"3,837",IRON
Darius,39.32,-9.19,48.51,9.55,17.52,-33.0,3.5908596300326443,top lane,"22,469",IRON
Seraphine,44.6,-5.9,50.5,17.40,5.84,45.0,-7.627118644067796,support lane,"40,938",IRON
Zaahen,40.26,-10.79,51.05,2.26,2.47,-4.0,0.37071362372567196,top lane,"5,325",IRON
Kha'Zix,36.86,-7.75,44.61,3.22,1.81,-17.0,2.193548387096774,jungle lane,"7,588",IRON
Evelynn,38.87,-7.78,46.65,2.46,1.26,-8.0,1.0282776349614395,jungle lane,"5,799",IRON
Dr. Mundo,44.22,-7.81,52.03,4.82,10.46,11.0,-1.4084507042253522,top lane,"11,349",IRON
Leona,44.61,-8.3,52.91,6.83,8.71,18.0,-2.1686746987951806,support lane,"16,072",IRON
Syndra,40.44,-8.34,48.78,1.46,1.39,-3.0,0.3597122302158273,middle lane,"3,437",IRON
Fiddlesticks,40.72,-8.67,49.39,1.82,0.64,-3.0,0.34602076124567477,jungle lane,"4,280",IRON
Heimerdinger,44.6,-7.64,52.24,3.91,11.32,11.0,-1.4397905759162304,top lane,"9,197",IRON
Udyr,39.28,-7.97,47.25,1.30,0.39,-4.0,0.5018820577164367,jungle lane,"3,063",IRON
Olaf,42.43,-8.1,50.53,2.41,1.50,1.0,-0.1234567901234568,top lane,"5,668",IRON
Zed,39.49,-8.24,47.730000000000004,5.87,16.53,-19.0,2.3058252427184467,middle lane,"13,806",IRON
Urgot,44.31,-8.22,52.53,2.87,2.33,6.0,-0.7299270072992701,top lane,"6,762",IRON
Vladimir,37.96,-11.15,49.11,1.25,2.13,-5.0,0.44843049327354256,middle lane,"2,932",IRON
Amumu,45.52,-7.02,52.540000000000006,5.10,3.71,18.0,-2.5641025641025643,jungle lane,"11,991",IRON
Diana,43.13,-7.73,50.86,5.68,6.30,6.0,-0.7761966364812418,middle lane,"13,371",IRON
Lux,43.89,-7.56,51.45,21.15,28.39,51.0,-6.746031746031746,support lane,"49,761",IRON
Zoe,40.14,-3.14,43.28,3.13,2.78,-7.0,2.229299363057325,middle lane,"7,359",IRON
Ivern,34.67,-5.92,40.59,0.68,0.27,-5.0,0.8445945945945946,jungle lane,"1,601",IRON
Shaco,39.76,-8.25,48.01,5.91,31.25,-21.0,2.5454545454545454,jungle lane,"13,909",IRON
Kennen,40.23,-6.26,46.489999999999995,1.45,0.94,-3.0,0.4792332268370607,top lane,"3,415",IRON
Cho'Gath,41.54,-6.93,48.47,3.39,1.66,-2.0,0.28860028860028863,top lane,"7,978",IRON
Warwick,41.76,-6.91,48.67,13.99,11.71,-6.0,0.8683068017366136,jungle lane,"32,927",IRON
Fizz,43.13,-7.21,50.34,5.46,12.68,6.0,-0.8321775312066574,middle lane,"12,846",IRON
Vel'Koz,43.87,-7.53,51.4,3.01,1.72,5.0,-0.6640106241699867,support lane,"7,075",IRON
Ryze,39.52,-6.75,46.27,1.38,0.41,-4.0,0.5925925925925926,middle lane,"3,249",IRON
Gnar,41.16,-7.33,48.489999999999995,2.01,0.65,-2.0,0.2728512960436562,top lane,"4,733",IRON
Katarina,39.02,-9.64,48.660000000000004,3.81,5.23,-13.0,1.3485477178423235,middle lane,"8,962",IRON
Blitzcrank,42.88,-8.34,51.22,7.61,16.93,7.0,-0.8393285371702638,support lane,"17,898",IRON
Taliyah,36.18,-8.25,44.43,0.70,0.12,-4.0,0.48484848484848486,middle lane,"1,650",IRON
Illaoi,44.51,-8.27,52.78,5.91,16.98,17.0,-2.055622732769045,top lane,"13,918",IRON
Tryndamere,42.77,-9.6,52.370000000000005,4.10,4.13,3.0,-0.3125,top lane,"9,658",IRON
Tahm Kench,42.35,-8.92,51.27,4.29,6.23,1.0,-0.11210762331838565,support lane,"10,089",IRON
Yone,41.65,-8.68,50.33,11.48,9.66,-7.0,0.8064516129032259,middle lane,"27,007",IRON
Annie,40.27,-8.24,48.510000000000005,1.80,1.05,-3.0,0.3640776699029126,middle lane,"4,236",IRON
Malphite,41.62,-6.93,48.55,6.63,11.14,-4.0,0.5772005772005773,top lane,"15,589",IRON
Senna,40.52,-8.63,49.150000000000006,3.63,1.12,-6.0,0.6952491309385863,support lane,"8,552",IRON
Nasus,43.47,-8.77,52.239999999999995,5.50,4.60,7.0,-0.798175598631699,top lane,"12,936",IRON
Morgana,44.3,-7.31,51.61,12.58,24.21,35.0,-4.7879616963064295,support lane,"29,609",IRON
Camille,38.75,-9.05,47.8,0.78,0.43,-3.0,0.3314917127071823,top lane,"1,835",IRON
Renekton,41.9,-5.63,47.53,4.73,2.69,-1.0,0.17761989342806395,top lane,"11,136",IRON
Cassiopeia,38.0,-6.86,44.86,0.92,0.72,-4.0,0.5830903790087463,middle lane,"2,171",IRON
Braum,42.95,-7.4,50.35,2.65,1.67,2.0,-0.27027027027027023,support lane,"6,238",IRON
Sett,44.26,-8.51,52.769999999999996,11.53,6.92,26.0,-3.055229142185664,top lane,"27,129",IRON
Gwen,37.41,-8.05,45.459999999999994,3.26,1.89,-16.0,1.9875776397515525,top lane,"7,672",IRON
Mordekaiser,43.3,-8.01,51.309999999999995,13.54,19.03,19.0,-2.3720349563046192,top lane,"31,851",IRON
Renata Glasc,43.13,-8.05,51.18000000000001,0.65,0.17,1.0,-0.12422360248447203,support lane,"1,535",IRON
Teemo,44.5,-6.07,50.57,8.68,24.11,27.0,-4.448105436573311,top lane,"20,416",IRON
Gragas,38.98,-2.99,41.97,0.91,0.22,-3.0,1.0033444816053512,top lane,"2,137",IRON
Vex,42.78,-7.73,50.510000000000005,6.56,5.18,4.0,-0.517464424320828,middle lane,"15,446",IRON
Mel,41.44,-7.95,49.39,9.22,45.39,-12.0,1.5094339622641508,middle lane,"21,695",IRON
Yuumi,31.04,-2.24,33.28,8.47,2.61,-97.0,43.30357142857142,support lane,"19,935",IRON
Azir,36.11,-6.68,42.79,1.66,0.60,-10.0,1.4970059880239521,middle lane,"3,902",IRON
